LINC00324,lncRNA,284029,Homo sapiens
MIR7-3HG,lncRNA,284424,Homo sapiens
LINC00319,lncRNA,284836,Homo sapiens
TTC28-AS1,lncRNA,284900,Homo sapiens
RPL23AP82,lncRNA,284942,Homo sapiens
TUSC7,lncRNA,285194,Homo sapiens
LINC00955,lncRNA,285492,Homo sapiens
FAM13A-AS1,lncRNA,285512,Homo sapiens
HLA-F-AS1,lncRNA,285830,Homo sapiens
LINC00174,lncRNA,285908,Homo sapiens
BREA2,lncRNA,286076,Homo sapiens
ZNF252P-AS1,lncRNA,286103,Homo sapiens
FAM225A,lncRNA,286333,Homo sapiens
LINC00632,lncRNA,286411,Homo sapiens
H19,lncRNA,309122,Rattus norvegicus
NOP14-AS1,lncRNA,317648,Homo sapiens
ADAM20P1,lncRNA,317760,Homo sapiens
C130071C03Rik,lncRNA,320203,Mus musculus
LINC00221,lncRNA,338005,Homo sapiens
WHAMMP3,lncRNA,339005,Homo sapiens
ASB16-AS1,lncRNA,339201,Homo sapiens
FLG-AS1,lncRNA,339400,Homo sapiens
H1FX-AS1,lncRNA,339942,Homo sapiens
FAM41AY1,lncRNA,340618,Homo sapiens
PWARSN,lncRNA,347746,Homo sapiens
LINC00265,lncRNA,349114,Homo sapiens
CDK4PS,lncRNA,359941,Homo sapiens
THSD1P1,lncRNA,374500,Homo sapiens
RPS10P7,lncRNA,376693,Homo sapiens
LINC00162,lncRNA,378825,Homo sapiens
MALAT1,lncRNA,378938,Homo sapiens
SNHG5,lncRNA,387066,Homo sapiens
FAM99A,lncRNA,387742,Homo sapiens
ZNF761,lncRNA,388561,Homo sapiens
LOC388692,lncRNA,388692,Homo sapiens
MIR99AHG,lncRNA,388815,Homo sapiens
LOC389641,lncRNA,389641,Homo sapiens
RPL13AP17,lncRNA,399670,Homo sapiens
FLJ22447,lncRNA,400221,Homo sapiens
CRYM-AS1,lncRNA,400508,Homo sapiens
FAM87B,lncRNA,400728,Homo sapiens
MIR137HG,lncRNA,400765,Homo sapiens
LINC00487,lncRNA,400941,Homo sapiens
PCBP1-AS1,lncRNA,400960,Homo sapiens
TEX41,lncRNA,401014,Homo sapiens
HAGLR,lncRNA,401022,Homo sapiens
ZNF833P,lncRNA,401898,Homo sapiens
GRIFIN,lncRNA,402635,Homo sapiens
MIR17HG,lncRNA,407975,Homo sapiens
ZNF32-AS2,lncRNA,414208,Homo sapiens
LINC00596,lncRNA,414767,Homo sapiens
HCG18,lncRNA,414777,Homo sapiens
HCG17,lncRNA,414778,Homo sapiens
THAP7-AS1,lncRNA,439931,Homo sapiens
LINC00238,lncRNA,440184,Homo sapiens
WHAMMP2,lncRNA,440253,Homo sapiens
SUZ12P1,lncRNA,440423,Homo sapiens
MIAT,lncRNA,440823,Homo sapiens
ZFAS1,lncRNA,441951,Homo sapiens
Dnm3os,lncRNA,474332,Mus musculus
GS1-124K5.11,lncRNA,493754,Homo sapiens
HCG11,lncRNA,493812,Homo sapiens
PAPPA-AS1,lncRNA,493913,Homo sapiens
BDNF-AS,lncRNA,497258,Homo sapiens
A1BG-AS1,lncRNA,503538,Homo sapiens
LOH12CR2,lncRNA,503693,Homo sapiens
C1QTNF9B-AS1,lncRNA,542767,Homo sapiens
Tug1,lncRNA,544752,Mus musculus
MIR31HG,lncRNA,554202,Homo sapiens
JPX,lncRNA,554203,Homo sapiens
LINC00862,lncRNA,554279,Homo sapiens
HAS2-AS1,lncRNA,594842,Homo sapiens
BC029722,lncRNA,613262,Mus musculus
SNHG6,lncRNA,641638,Homo sapiens
MIR4500HG,lncRNA,642345,Homo sapiens
POU5F1P3,lncRNA,642559,Homo sapiens
GRIK1-AS1,lncRNA,642976,Homo sapiens
KANSL1-AS1,lncRNA,644246,Homo sapiens
SMIM10L2B,lncRNA,644596,Homo sapiens
LOC645166,lncRNA,645166,Homo sapiens
LINC00461,lncRNA,645323,Homo sapiens
POU5F1P4,lncRNA,645682,Homo sapiens
LINC00520,lncRNA,645687,Homo sapiens
ADORA2A-AS1,lncRNA,646023,Homo sapiens
LINC00598,lncRNA,646982,Homo sapiens
UCA1,lncRNA,652995,Homo sapiens
SNHG20,lncRNA,654434,Homo sapiens
D330041H03Rik,lncRNA,654822,Mus musculus
LINC01545,lncRNA,724087,Homo sapiens
SNHG4,lncRNA,724102,Homo sapiens
NUTM2D,lncRNA,728130,Homo sapiens
PI4KAP1,lncRNA,728233,Homo sapiens
CARMN,lncRNA,728264,Homo sapiens
HULC,lncRNA,728655,Homo sapiens
OIP5-AS1,lncRNA,729082,Homo sapiens
LOC730101,lncRNA,730101,Homo sapiens
MEIS1-AS3,lncRNA,730198,Homo sapiens
SNHG9,lncRNA,735301,Homo sapiens
Hottip,lncRNA,791364,Mus musculus
POU5F1P5,lncRNA,100009667,Homo sapiens
D030047H15Rik,lncRNA,100037396,Mus musculus
Gm2350,lncRNA,100039635,Mus musculus
CDKN2B-AS1,lncRNA,100048912,Homo sapiens
HOTAIR,lncRNA,100124700,Homo sapiens
LINC00322,lncRNA,100126693,Homo sapiens
GHRLOS,lncRNA,100126793,Homo sapiens
WWTR1-AS1,lncRNA,100128025,Homo sapiens
LINC00696,lncRNA,100128378,Homo sapiens
LL0XNC01-116E7.2,lncRNA,100128594,Homo sapiens
LINC00476,lncRNA,100128782,Homo sapiens
SRRM2-AS1,lncRNA,100128788,Homo sapiens
LINC00684,lncRNA,100129407,Homo sapiens
ZNF37BP,lncRNA,100129482,Homo sapiens
CECR7,lncRNA,100130418,Homo sapiens
CECR5-AS1,lncRNA,100130717,Homo sapiens
ZNF503-AS2,lncRNA,100131213,Homo sapiens
LOC100132077,lncRNA,100132077,Homo sapiens
BSN-AS2,lncRNA,100132677,Homo sapiens
Peg3os,lncRNA,100169889,Mus musculus
RAMP2-AS1,lncRNA,100190938,Homo sapiens
TPT1-AS1,lncRNA,100190939,Homo sapiens
LINC00173,lncRNA,100287569,Homo sapiens
LINC00630,lncRNA,100287765,Homo sapiens
GS1-124K5.4,lncRNA,100289098,Homo sapiens
DNAJC3-AS1,lncRNA,100289274,Homo sapiens
FAM41AY2,lncRNA,100302526,Homo sapiens
FTX,lncRNA,100302692,Homo sapiens
SLC25A5-AS1,lncRNA,100303728,Homo sapiens
HOTTIP,lncRNA,100316868,Homo sapiens
NPPA-AS1,lncRNA,100379251,Homo sapiens
MIR181A2HG,lncRNA,100379345,Homo sapiens
MINOS1P1,lncRNA,100462953,Homo sapiens
Trp53cor1,lncRNA,100504267,Mus musculus
ANKRD10-IT1,lncRNA,100505494,Homo sapiens
FGD5-AS1,lncRNA,100505641,Homo sapiens
FTO-IT1,lncRNA,100505692,Homo sapiens
KIRREL-IT1,lncRNA,100505785,Homo sapiens
STK4-AS1,lncRNA,100505826,Homo sapiens
MAGI2-AS3,lncRNA,100505881,Homo sapiens
MIR210HG,lncRNA,100506211,Homo sapiens
HOTAIRM1,lncRNA,100506311,Homo sapiens
OTUD6B-AS1,lncRNA,100506365,Homo sapiens
CBR3-AS1,lncRNA,100506428,Homo sapiens
SPAG5-AS1,lncRNA,100506436,Homo sapiens
LIFR-AS1,lncRNA,100506495,Homo sapiens
PRKAR2A-AS1,lncRNA,100506637,Homo sapiens
AGAP1-IT1,lncRNA,100506749,Homo sapiens
FOXP1-IT1,lncRNA,100506815,Homo sapiens
MYLK-AS1,lncRNA,100506826,Homo sapiens
LL0XNC01-250H12.3,lncRNA,100506901,Homo sapiens
FLNB-AS1,lncRNA,100506906,Homo sapiens
CCAT1,lncRNA,100507056,Homo sapiens
TEX26-AS1,lncRNA,100507064,Homo sapiens
ZNF638-IT1,lncRNA,100507113,Homo sapiens
BOLA3-AS1,lncRNA,100507171,Homo sapiens
SNHG16,lncRNA,100507246,Homo sapiens
ERVK13-1,lncRNA,100507321,Homo sapiens
SRGAP3-AS2,lncRNA,100507660,Homo sapiens
DYX1C1-CCPG1,lncRNA,100533483,Homo sapiens
PCAT1,lncRNA,100750225,Homo sapiens
CARS-AS1,lncRNA,100852407,Homo sapiens
PINK1-AS,lncRNA,100861548,Homo sapiens
DIP2A-IT1,lncRNA,100862692,Homo sapiens
HYI-AS1,lncRNA,100873923,Homo sapiens
MED14OS,lncRNA,100873985,Homo sapiens
MEIS1-AS2,lncRNA,100873998,Homo sapiens
NAV2-AS5,lncRNA,100874012,Homo sapiens
PRRT3-AS1,lncRNA,100874032,Homo sapiens
COX10-AS1,lncRNA,100874058,Homo sapiens
TM4SF1-AS1,lncRNA,100874091,Homo sapiens
LINC00433,lncRNA,100874168,Homo sapiens
ZMYND10-AS1,lncRNA,100874210,Homo sapiens
LINC00854,lncRNA,100874261,Homo sapiens
KLF7-IT1,lncRNA,100874272,Homo sapiens
THRB-IT1,lncRNA,100874274,Homo sapiens
ERI3-IT1,lncRNA,100874278,Homo sapiens
ALMS1-IT1,lncRNA,100874291,Homo sapiens
KCNH1-IT1,lncRNA,100874296,Homo sapiens
RASA2-IT1,lncRNA,100874298,Homo sapiens
SYNJ2-IT1,lncRNA,100874300,Homo sapiens
TSSC1-IT1,lncRNA,100874301,Homo sapiens
ITCH-IT1,lncRNA,100874302,Homo sapiens
ALG9-IT1,lncRNA,100874303,Homo sapiens
BACH1-IT2,lncRNA,100874322,Homo sapiens
HOXA10-AS,lncRNA,100874323,Homo sapiens
AMMECR1-IT1,lncRNA,100874352,Homo sapiens
HOXC-AS3,lncRNA,100874365,Homo sapiens
BANCR,lncRNA,100885775,Homo sapiens
LINC-ROR,lncRNA,100885779,Homo sapiens
SNAP47-AS1,lncRNA,100885800,Homo sapiens
LINCMD1,lncRNA,101154644,Homo sapiens
CCAT2,lncRNA,101805488,Homo sapiens
LMO7-AS1,lncRNA,101927155,Homo sapiens
ANKRD44-IT1,lncRNA,101927547,Homo sapiens
CTC-338M12.4,lncRNA,101928649,Homo sapiens
LOC101929566,lncRNA,101929566,Homo sapiens
OSMR-AS1,lncRNA,101929768,Homo sapiens
LINC00205,lncRNA,102723489,Homo sapiens
PABPC5-AS1,lncRNA,102724167,Homo sapiens
LENG8-AS1,lncRNA,104355426,Homo sapiens
SNHG14,lncRNA,104472715,Homo sapiens
FMR1-IT1,lncRNA,106478973,Homo sapiens
ASH1L-IT1,lncRNA,106478976,Homo sapiens
ENO1-IT1,lncRNA,106480431,Homo sapiens
ZNF346-IT1,lncRNA,106480741,Homo sapiens
BRWD1-IT1,lncRNA,106480743,Homo sapiens
SIRT1-AS,lncRNA,106633813,Homo sapiens
