RAID04096169,LINC00869,lncRNA,57234,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04097145,SNHG3,lncRNA,8420,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04097519,LINC00094,lncRNA,266655,Homo sapiens,MYC,protein,4609,Homo sapiens,ChIP-seq,ChIPBase,None,0.5483
RAID04101027,SNHG11,lncRNA,128439,Homo sapiens,EIF4A3,protein,9775,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04101574,LINC00630,lncRNA,100287765,Homo sapiens,UPF1,protein,5976,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04101711,CIDECP,lncRNA,152302,Homo sapiens,EIF4A3,protein,9775,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04101713,MIR600HG,lncRNA,81571,Homo sapiens,IGF2BP2,protein,10644,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04101874,RAMP2-AS1,lncRNA,100190938,Homo sapiens,EIF4A3,protein,9775,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04103139,TUG1,lncRNA,55000,Homo sapiens,IGF2BP1,protein,10642,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04103312,LINC00094,lncRNA,266655,Homo sapiens,LIN28A,protein,79727,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04103334,OIP5-AS1,lncRNA,729082,Homo sapiens,PTBP1,protein,5725,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04103799,LINC00162,lncRNA,378825,Homo sapiens,MYC,protein,4609,Homo sapiens,ChIP-seq,ChIPBase,None,0.5483
RAID04104284,ERVK13-1,lncRNA,100507321,Homo sapiens,EIF4A3,protein,9775,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04104375,ITCH-IT1,lncRNA,100874302,Homo sapiens,EIF4A3,protein,9775,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04104572,SNHG20,lncRNA,654434,Homo sapiens,CAPRIN1,protein,4076,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04105259,SNHG6,lncRNA,641638,Homo sapiens,ELAVL1,protein,1994,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04105402,THAP7-AS1,lncRNA,439931,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04105429,CASP8AP2,lncRNA,9994,Homo sapiens,MOV10,protein,4343,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04105461,FOXO3B,lncRNA,2310,Homo sapiens,UPF1,protein,5976,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04107084,FAM201A,lncRNA,158228,Homo sapiens,EIF4A3,protein,9775,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04107269,ZNF718,lncRNA,255403,Homo sapiens,IGF2BP3,protein,10643,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04107358,PINK1-AS,lncRNA,100861548,Homo sapiens,DGCR8,protein,54487,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04108353,PCBP1-AS1,lncRNA,400960,Homo sapiens,HNRNPC,protein,3183,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04108524,PRKAR2A-AS1,lncRNA,100506637,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04108554,JPX,lncRNA,554203,Homo sapiens,LIN28A,protein,79727,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04108905,PTENP1,lncRNA,11191,Homo sapiens,IGF2BP3,protein,10643,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04109234,TM4SF1-AS1,lncRNA,100874091,Homo sapiens,EIF4A3,protein,9775,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04109539,TPT1-AS1,lncRNA,100190939,Homo sapiens,SRSF1,protein,6426,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04110317,PDXDC2P,lncRNA,283970,Homo sapiens,DGCR8,protein,54487,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04110906,SNHG7,lncRNA,84973,Homo sapiens,LIN28B,protein,389421,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04113028,SNHG16,lncRNA,100507246,Homo sapiens,FXR2,protein,9513,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04113335,ZNRD1-AS1,lncRNA,80862,Homo sapiens,HNRNPC,protein,3183,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04113379,CTBP1-AS2,lncRNA,92070,Homo sapiens,TIAL1,protein,7073,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04113681,MYLK-AS1,lncRNA,100506826,Homo sapiens,UPF1,protein,5976,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04114768,HNRNPU,lncRNA,3192,Homo sapiens,RTCB,protein,51493,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04115115,LINC00518,lncRNA,221718,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04115265,LINC00630,lncRNA,100287765,Homo sapiens,FMR1,protein,2332,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04116783,LINC00094,lncRNA,266655,Homo sapiens,FMR1,protein,2332,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04117186,SNHG7,lncRNA,84973,Homo sapiens,HNRNPC,protein,3183,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04118017,PVT1,lncRNA,5820,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04118633,JRK,lncRNA,8629,Homo sapiens,IGF2BP3,protein,10643,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04118681,MIR4500HG,lncRNA,642345,Homo sapiens,MYC,protein,4609,Homo sapiens,ChIP-seq,ChIPBase,None,0.5483
RAID04119337,SNHG7,lncRNA,84973,Homo sapiens,ELAVL1,protein,1994,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04119508,PTENP1,lncRNA,11191,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04121281,LINC00152,lncRNA,112597,Homo sapiens,TIAL1,protein,7073,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04122233,SNHG6,lncRNA,641638,Homo sapiens,HNRNPC,protein,3183,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04122769,CTC-338M12.4,lncRNA,101928649,Homo sapiens,LIN28A,protein,79727,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04123064,LINC00337,lncRNA,148645,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04124210,OLMALINC,lncRNA,90271,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04124362,CABIN1,lncRNA,23523,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04124540,FTX,lncRNA,100302692,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04124945,MIR99AHG,lncRNA,388815,Homo sapiens,LIN28B,protein,389421,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04125171,Dnm3os,lncRNA,474332,Mus musculus,Fus,protein,233908,Mus musculus,CLIP-seq,starBase,None,0.5483
RAID04125393,OLMALINC,lncRNA,90271,Homo sapiens,IGF2BP1,protein,10642,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04125979,FAM13A-AS1,lncRNA,285512,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04126343,MAPKAPK5-AS1,lncRNA,51275,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04127476,FTX,lncRNA,100302692,Homo sapiens,UPF1,protein,5976,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04127610,UBXN8,lncRNA,7993,Homo sapiens,LIN28B,protein,389421,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04127837,RAMP2-AS1,lncRNA,100190938,Homo sapiens,SRSF1,protein,6426,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04129533,PDK3,lncRNA,5165,Homo sapiens,DGCR8,protein,54487,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04129692,DLEU2,lncRNA,8847,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04129947,TPT1-AS1,lncRNA,100190939,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04131594,XIST,lncRNA,7503,Homo sapiens,MOV10,protein,4343,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04132069,SNHG12,lncRNA,85028,Homo sapiens,FXR2,protein,9513,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04133315,Dnm3os,lncRNA,474332,Mus musculus,Srsf1,protein,110809,Mus musculus,CLIP-seq,starBase,None,0.5483
RAID04134268,GAS5,lncRNA,60674,Homo sapiens,UPF1,protein,5976,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04135578,SNHG16,lncRNA,100507246,Homo sapiens,TIA1,protein,7072,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04135607,GHRLOS,lncRNA,100126793,Homo sapiens,DGCR8,protein,54487,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04136023,UBXN8,lncRNA,7993,Homo sapiens,UPF1,protein,5976,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04136060,ZNF518A,lncRNA,9849,Homo sapiens,EIF4A3,protein,9775,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04136089,CRHR1-IT1,lncRNA,147081,Homo sapiens,IGF2BP3,protein,10643,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04136226,WHAMMP3,lncRNA,339005,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04136514,CASP8AP2,lncRNA,9994,Homo sapiens,IGF2BP2,protein,10644,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04137774,CCAT1,lncRNA,100507056,Homo sapiens,PTBP1,protein,5725,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04138392,LINC00173,lncRNA,100287569,Homo sapiens,EIF4A3,protein,9775,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04139655,LINC00094,lncRNA,266655,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04140608,D330041H03Rik,lncRNA,654822,Mus musculus,Srsf1,protein,110809,Mus musculus,CLIP-seq,starBase,None,0.5483
RAID04141164,GAS5,lncRNA,60674,Homo sapiens,MYC,protein,4609,Homo sapiens,ChIP-seq,ChIPBase,None,0.5483
RAID04141461,CARMN,lncRNA,728264,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04141603,ZNF718,lncRNA,255403,Homo sapiens,LIN28B,protein,389421,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04142198,ZNF37BP,lncRNA,100129482,Homo sapiens,HNRNPC,protein,3183,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04142378,CIDECP,lncRNA,152302,Homo sapiens,IGF2BP3,protein,10643,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04144122,SNHG5,lncRNA,387066,Homo sapiens,TIAL1,protein,7073,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04144335,PTENP1,lncRNA,11191,Homo sapiens,PTBP1,protein,5725,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04146122,Mir99ahg,lncRNA,77994,Mus musculus,Fus,protein,233908,Mus musculus,CLIP-seq,starBase,None,0.5483
RAID04146163,LINC00205,lncRNA,102723489,Homo sapiens,MOV10,protein,4343,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04146183,NEAT1,lncRNA,283131,Homo sapiens,SRSF1,protein,6426,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04147075,KCNQ1OT1,lncRNA,10984,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04147305,HOTTIP,lncRNA,100316868,Homo sapiens,MYC,protein,4609,Homo sapiens,ChIP-seq,ChIPBase,None,0.5483
RAID04147316,MALAT1,lncRNA,378938,Homo sapiens,SMAD1,protein,4086,Homo sapiens,Microarray//RNA-seq,LncRNA2Target,None,0.6606
RAID04148943,TMEM51-AS1,lncRNA,200197,Homo sapiens,EIF4A3,protein,9775,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04149345,MAGI2-AS3,lncRNA,100505881,Homo sapiens,TAF15,protein,8148,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04149723,LOC730101,lncRNA,730101,Homo sapiens,MYC,protein,4609,Homo sapiens,ChIP-seq,ChIPBase,None,0.5483
RAID04149824,GAS5,lncRNA,60674,Homo sapiens,FMR1,protein,2332,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04149947,DANCR,lncRNA,57291,Homo sapiens,IGF2BP3,protein,10643,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04150389,RPS10P7,lncRNA,376693,Homo sapiens,UPF1,protein,5976,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04150957,PCBP1-AS1,lncRNA,400960,Homo sapiens,PTBP1,protein,5725,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04152207,EPB41L4A-AS1,lncRNA,114915,Homo sapiens,RTCB,protein,51493,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04152231,KCNH1-IT1,lncRNA,100874296,Homo sapiens,UPF1,protein,5976,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04153567,ZNF37BP,lncRNA,100129482,Homo sapiens,ELAVL1,protein,1994,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04154435,TP73-AS1,lncRNA,57212,Homo sapiens,IGF2BP3,protein,10643,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04154455,MAGI2-AS3,lncRNA,100505881,Homo sapiens,EWSR1,protein,2130,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04154643,JRK,lncRNA,8629,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04156079,XIST,lncRNA,7503,Homo sapiens,FXR1,protein,8087,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04157353,CABIN1,lncRNA,23523,Homo sapiens,PTBP1,protein,5725,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04157864,MCM3AP-AS1,lncRNA,114044,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04158505,LINC00341,lncRNA,79686,Homo sapiens,IGF2BP2,protein,10644,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04158582,SNHG5,lncRNA,387066,Homo sapiens,IGF2BP1,protein,10642,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04158666,OIP5-AS1,lncRNA,729082,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04160027,PDXDC2P,lncRNA,283970,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04160508,PVT1,lncRNA,5820,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04161094,DLEU2,lncRNA,8847,Homo sapiens,ELAVL1,protein,1994,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04162125,LINC00162,lncRNA,378825,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04162815,LINC00324,lncRNA,284029,Homo sapiens,UPF1,protein,5976,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04162841,SNHG16,lncRNA,100507246,Homo sapiens,TIAL1,protein,7073,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04164291,Rab10os,lncRNA,74173,Mus musculus,Srsf2,protein,20382,Mus musculus,CLIP-seq,starBase,None,0.5483
RAID04164470,OTUD6B-AS1,lncRNA,100506365,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04165107,SNHG6,lncRNA,641638,Homo sapiens,RTCB,protein,51493,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04165263,LIFR-AS1,lncRNA,100506495,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04165700,LINC00476,lncRNA,100128782,Homo sapiens,MYC,protein,4609,Homo sapiens,ChIP-seq,ChIPBase,None,0.5483
RAID04165939,AI504432,lncRNA,229694,Mus musculus,Fus,protein,233908,Mus musculus,CLIP-seq,starBase,None,0.5483
RAID04166639,SNHG3,lncRNA,8420,Homo sapiens,ZC3H7B,protein,23264,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04166852,GAS5,lncRNA,60674,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04166938,HCG18,lncRNA,414777,Homo sapiens,UPF1,protein,5976,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04167354,SNHG7,lncRNA,84973,Homo sapiens,IGF2BP2,protein,10644,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04168088,PRRT3-AS1,lncRNA,100874032,Homo sapiens,EIF4A3,protein,9775,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04168141,HCG18,lncRNA,414777,Homo sapiens,FMR1,protein,2332,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04168539,EPB41L4A-AS1,lncRNA,114915,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04169338,LINC00630,lncRNA,100287765,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04169442,TUG1,lncRNA,55000,Homo sapiens,PTPN11,protein,5781,Homo sapiens,Microarray//RNA-seq,LncRNA2Target,None,0.6606
RAID04169595,DYX1C1-CCPG1,lncRNA,100533483,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04169842,ZNF883,lncRNA,169834,Homo sapiens,IGF2BP1,protein,10642,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04170464,ZNF518A,lncRNA,9849,Homo sapiens,SRSF1,protein,6426,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04170654,CBR3-AS1,lncRNA,100506428,Homo sapiens,LIN28B,protein,389421,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04170972,LINC00324,lncRNA,284029,Homo sapiens,FMR1,protein,2332,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04171898,NEAT1,lncRNA,283131,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04171916,SUZ12P1,lncRNA,440423,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04172065,MIR17HG,lncRNA,407975,Homo sapiens,UPF1,protein,5976,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04172296,LINC00473,lncRNA,90632,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04172819,RPS10P7,lncRNA,376693,Homo sapiens,FMR1,protein,2332,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04172934,CROCCP2,lncRNA,84809,Homo sapiens,PTBP1,protein,5725,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04173761,LINC00324,lncRNA,284029,Homo sapiens,MYC,protein,4609,Homo sapiens,ChIP-seq,ChIPBase,None,0.5483
RAID04173764,HOTAIR,lncRNA,100124700,Homo sapiens,IGF2BP2,protein,10644,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04175113,FOXO3B,lncRNA,2310,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04175530,HAGLR,lncRNA,401022,Homo sapiens,EIF4A3,protein,9775,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04177192,FGD5-AS1,lncRNA,100505641,Homo sapiens,HNRNPC,protein,3183,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04177214,TPT1-AS1,lncRNA,100190939,Homo sapiens,IGF2BP2,protein,10644,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04177597,LINC00094,lncRNA,266655,Homo sapiens,PTBP1,protein,5725,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04177765,DLEU2,lncRNA,8847,Homo sapiens,HNRNPC,protein,3183,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04178055,SMAD5-AS1,lncRNA,9597,Homo sapiens,UPF1,protein,5976,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04178427,LINC00116,lncRNA,205251,Homo sapiens,U2AF2,protein,11338,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04178768,ZNF518A,lncRNA,9849,Homo sapiens,IGF2BP3,protein,10643,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04180023,LINC00324,lncRNA,284029,Homo sapiens,DGCR8,protein,54487,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04181337,LINC00521,lncRNA,256369,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04182052,OIP5-AS1,lncRNA,729082,Homo sapiens,TIAL1,protein,7073,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04182250,HCG17,lncRNA,414778,Homo sapiens,EIF4A3,protein,9775,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04183668,LINC00205,lncRNA,102723489,Homo sapiens,FUS,protein,2521,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID04184969,SNHG3,lncRNA,8420,Homo sapiens,HNRNPC,protein,3183,Homo sapiens,CLIP-seq,starBase,None,0.5483
